game_name,critic_score,user_score,publisher,release_date,num_of_critics,num_of_users,origin,platform,AAA
Metal Gear Solid,93.24,,Konami,1998,29.0,,GameRankings,PS,1
Metal Gear Solid 2: Sons of Liberty,95.09,,Konami,2001,68.0,,GameRankings,PS2,1
Metal Gear Solid 2: Substance,77.0,70.0,Konami,2003,9.0,109.0,MetaCritic,PC,1
Metal Gear Solid 2: Substance,86.66,,Konami,2002,56.0,,GameRankings,XBOX,1
Metal Gear Solid 2: Substance,85.81,,Konami,2003,43.0,,GameRankings,PS2,1
Metal Gear Solid 3: Snake Eater,91.77,,Konami,2004,86.0,,GameRankings,PS2,1
Metal Gear Solid 3: Subsistence,92.97,,Konami,2006,66.0,,GameRankings,PS2,1
Metal Gear Solid 4: Guns of the Patriots,94.0,87.0,Konami,2008,82.0,3722.0,MetaCritic,PS3,1
Metal Gear Solid 4: Guns of the Patriots,93.53,,Konami,2008,85.0,,GameRankings,PS3,1
Metal Gear Solid HD Collection,83.43,,Konami,2012,20.0,,GameRankings,VITA,1
Metal Gear Solid HD Collection,90.14,,Konami,2011,36.0,,GameRankings,PS3,1
Metal Gear Solid HD Collection,90.0,86.0,Konami,2011,19.0,181.0,MetaCritic,X360,1
Metal Gear Solid HD Collection,89.0,90.0,Konami,2011,50.0,434.0,MetaCritic,PS3,1
Metal Gear Solid V: Ground Zeroes,75.23,,Konami,2014,48.0,,GameRankings,PS4,1
Metal Gear Solid V: Ground Zeroes,75.0,63.0,Konami,2014,70.0,1338.0,MetaCritic,PS4,1
Metal Gear Solid V: Ground Zeroes,80.0,76.0,Konami,2014,20.0,436.0,MetaCritic,PC,1
Metal Gear Solid V: Ground Zeroes,76.0,55.0,Konami,2014,13.0,350.0,MetaCritic,X1,1
Metal Gear Solid V: Ground Zeroes,66.0,60.0,Konami,2014,5.0,249.0,MetaCritic,PS3,1
Metal Gear Solid V: Metal Gear Online,72.0,71.0,Konami,2015,8.0,69.0,MetaCritic,PS4,1
Metal Gear Solid V: The Phantom Pain,91.59,,Konami,2015,55.0,,GameRankings,PS4,1
Metal Gear Solid V: The Phantom Pain,93.0,82.0,Konami,2015,86.0,4483.0,MetaCritic,PS4,1
Metal Gear Solid V: The Phantom Pain,95.0,74.0,Konami,2015,10.0,967.0,MetaCritic,X1,1
Metal Gear Solid V: The Phantom Pain,91.0,78.0,Konami,2015,13.0,2131.0,MetaCritic,PC,1
Metal Gear Solid: Digital Graphic Novel,76.88,,Konami,2006,24.0,,GameRankings,PSP,1
Metal Gear Solid: Peace Walker,88.98,,Konami,2010,47.0,,GameRankings,PSP,1
Metal Gear Solid: Portable Ops,86.95,,Konami,2006,60.0,,GameRankings,PSP,1
Metal Gear Solid: Portable Ops Plus,64.67,,Konami,2007,25.0,,GameRankings,PSP,1
Metal Gear Solid: Snake Eater 3D,77.74,,Konami,2012,34.0,,GameRankings,3DS,1
Metal Gear Solid: The Legacy Collection,93.0,90.0,Konami,2013,4.0,274.0,MetaCritic,PS3,1
Metal Gear Solid: The Twin Snakes,85.58,,Konami,2004,69.0,,GameRankings,GC,1
Metal Gear Survive,54.0,12.0,Konami,2018,9.0,201.0,MetaCritic,PC,1
Metal Gear Survive,62.2,,Konami,2018,30.0,,GameRankings,PS4,1
Metal Gear Survive,61.0,21.0,Konami,2018,13.0,140.0,MetaCritic,X1,1
Metal Gear Survive,60.0,15.0,Konami,2018,66.0,838.0,MetaCritic,PS4,1
Metal Saga,63.8,,Success,2006,37.0,,GameRankings,PS2,0
Metal Slug 3,75.71,,SNK Playmore,2004,64.0,,GameRankings,XBOX,0
Metal Slug 3,78.0,66.0,SNK Playmore,2008,12.0,19.0,MetaCritic,X360,0
Metal Slug 4 & 5,70.47,,SNK Playmore,2005,33.0,,GameRankings,XBOX,0
Metal Slug 4 & 5,70.44,,SNK Playmore,2005,24.0,,GameRankings,PS2,0
Metal Slug 7,72.11,,Ignition Entertainment,2008,42.0,,GameRankings,DS,0
Metal Slug Advance,78.61,,SNK Playmore,2004,32.0,,GameRankings,GBA,0
Metal Slug Anthology,73.98,,SNK Playmore,2006,56.0,,GameRankings,WII,0
Metal Slug Anthology,80.91,,SNK Playmore,2007,22.0,,GameRankings,PS2,0
Metal Slug Anthology,78.09,,SNK Playmore,2007,29.0,,GameRankings,PSP,0
Metal Slug X,78.47,,SNK,2001,24.0,,GameRankings,PS,0
Metal Slug XX,61.0,83.0,SNK Playmore,2010,11.0,4.0,MetaCritic,X360,0
Metalheart: Replicants Rampage,31.0,39.0,DreamCatcher Interactive,2005,5.0,9.0,MetaCritic,PC,0
Meteos,88.13,,Bandi Namco,2005,63.0,,GameRankings,DS,1
Meteos Wars,73.0,,Q Entertainment,2008,21.0,,GameRankings,X360,0
Meteos Wars,71.0,65.0,Q Entertainment,2008,19.0,4.0,MetaCritic,X360,0
Meteos: Disney Magic,76.06,,Disney,2007,42.0,,GameRankings,DS,1
Metrico,69.21,,Digital Dreams,2014,31.0,,GameRankings,VITA,0
Metrico+,81.0,63.0,Digital Dreams,2016,7.0,8.0,MetaCritic,PS4,0
Metro 2033,77.0,79.0,THQ,2010,83.0,368.0,MetaCritic,X360,0
Metro 2033,81.0,81.0,THQ,2010,40.0,1550.0,MetaCritic,PC,0
Metro 2033,78.51,,THQ,2010,68.0,,GameRankings,X360,0
Metro 2033,81.14,,THQ,2010,22.0,,GameRankings,PC,0
Metro Redux,84.0,80.0,Deep Silver,2014,28.0,255.0,MetaCritic,PC,0
Metro Redux,83.0,81.0,Deep Silver,2014,30.0,505.0,MetaCritic,PS4,0
Metro Redux,84.0,82.0,Deep Silver,2014,19.0,201.0,MetaCritic,X1,0
Metro: 2033 Redux,90.0,83.0,Deep Silver,2014,5.0,634.0,MetaCritic,PC,0
Metro: Last Light,82.0,86.0,Deep Silver,2013,71.0,2717.0,MetaCritic,PC,0
Metro: Last Light,80.0,84.0,Square Enix,2013,20.0,451.0,MetaCritic,X360,1
Metro: Last Light,80.0,82.0,Square Enix,2013,23.0,514.0,MetaCritic,PS3,1
Metro: Last Light,82.57,,Deep Silver,2013,21.0,,GameRankings,X360,0
Metro: Last Light,81.79,,Deep Silver,2013,40.0,,GameRankings,PC,0
Metro: Last Light - Faction Pack,60.0,69.0,Deep Silver,2013,7.0,43.0,MetaCritic,PC,0
Metro: Last Light Redux,76.0,81.0,Deep Silver,2014,5.0,233.0,MetaCritic,PC,0
Metroid Fusion,91.21,,Nintendo,2002,56.0,,GameRankings,GBA,1
Metroid Prime,96.33,,Nintendo,2002,87.0,,GameRankings,GC,1
Metroid Prime 2: Echoes,91.87,,Nintendo,2004,69.0,,GameRankings,GC,1
Metroid Prime 3: Corruption,90.23,,Nintendo,2007,68.0,,GameRankings,WII,1
Metroid Prime Pinball,80.22,,Nintendo,2005,57.0,,GameRankings,DS,1
Metroid Prime Trilogy,92.35,,Nintendo,2009,34.0,,GameRankings,WII,1
Metroid Prime: Federation Force,64.5,,Nintendo,2016,34.0,,GameRankings,3DS,1
Metroid Prime: Hunters,83.95,,Nintendo,2006,66.0,,GameRankings,DS,1
Metroid: Other M,79.11,,Nintendo,2010,51.0,,GameRankings,WII,1
Metroid: Samus Returns,87.11,,Nintendo,2017,43.0,,GameRankings,3DS,1
Metroid: Zero Mission,90.19,,Nintendo,2004,51.0,,GameRankings,GBA,1
Metropolis Street Racer,88.59,,Sega,2001,32.0,,GameRankings,DC,0
Mevo & the Grooveriders,72.0,62.0,Red Rocket Games,2009,8.0,27.0,MetaCritic,PC,0
Miami Vice: The Game,62.29,,Activision,2006,40.0,,GameRankings,PSP,1
Miasmata,76.0,77.0,IonFX,2012,21.0,114.0,MetaCritic,PC,0
Michael Jackson The Experience,65.33,,Ubisoft,2011,23.0,,GameRankings,X360,1
Michael Jackson The Experience,63.0,68.0,Ubisoft,2011,31.0,29.0,MetaCritic,X360,1
Michael Jackson The Experience,59.92,,Ubisoft,2010,26.0,,GameRankings,WII,1
Michael Jackson The Experience,66.0,85.0,Ubisoft,2011,11.0,17.0,MetaCritic,PS3,1
Michael Jackson The Experience HD,60.17,,Ubisoft,2012,23.0,,GameRankings,VITA,1
Michael Phelps: Push the Limit,48.0,35.0,505 Games,2011,10.0,6.0,MetaCritic,X360,0
Micro Machines V4,59.24,,Codemasters,2006,23.0,,GameRankings,PC,0
Micro Machines V4,66.49,,Codemasters,2006,35.0,,GameRankings,PS2,0
Micro Machines V4,57.0,83.0,Codemasters,2006,21.0,13.0,MetaCritic,PC,0
Micro Machines World Series,58.0,37.0,Codemasters,2017,8.0,11.0,MetaCritic,PC,0
Micro Machines World Series,57.0,49.0,Codemasters,2017,15.0,7.0,MetaCritic,X1,0
Micro Machines World Series,59.0,38.0,Codemasters,2017,39.0,29.0,MetaCritic,PS4,0
MicroBot,62.0,60.0,Electronic Arts,2011,20.0,5.0,MetaCritic,PS3,1
MicroBot,60.0,64.0,Electronic Arts,2010,25.0,11.0,MetaCritic,X360,1
Microsoft Flight,64.0,36.0,Microsoft,2012,21.0,104.0,MetaCritic,PC,1
Microsoft Flight Simulator 2004: A Century of Flight,88.0,82.0,Microsoft,2003,22.0,49.0,MetaCritic,PC,1
Microsoft Flight Simulator 2004: A Century of Flight,87.07,,Microsoft,2003,27.0,,GameRankings,PC,1
Microsoft Flight Simulator X,80.0,76.0,Microsoft,2006,28.0,98.0,MetaCritic,PC,1
Microsoft Flight Simulator X,79.79,,Microsoft,2006,28.0,,GameRankings,PC,1
Microsoft Golf 2001 Edition,72.0,70.0,Microsoft,2000,10.0,4.0,MetaCritic,PC,1
Microsoft Train Simulator,80.46,,Microsoft,2001,26.0,,GameRankings,PC,1
Microsoft Train Simulator,84.0,84.0,Microsoft,2001,16.0,21.0,MetaCritic,PC,1
Middle-earth: Shadow of Mordor,86.55,,Warner Bros,2014,57.0,,GameRankings,PS4,1
Middle-earth: Shadow of Mordor,87.0,80.0,Warner Bros,2014,12.0,632.0,MetaCritic,X1,1
Middle-earth: Shadow of Mordor,84.0,81.0,Warner Bros,2014,85.0,2120.0,MetaCritic,PS4,1
Middle-earth: Shadow of Mordor,84.0,80.0,Warner Bros,2014,17.0,1850.0,MetaCritic,PC,1
Middle-earth: Shadow of Mordor - Lord of the Hunt,61.0,60.0,Warner Bros,2014,4.0,26.0,MetaCritic,PS4,1
Middle-earth: Shadow of Mordor - The Bright Lord,68.0,63.0,Warner Bros,2015,12.0,28.0,MetaCritic,PS4,1
Middle-earth: Shadow of Mordor - The Bright Lord,61.0,69.0,Warner Bros,2015,4.0,13.0,MetaCritic,X1,1
Middle-earth: Shadow of War,75.0,30.0,Warner Bros,2017,17.0,681.0,MetaCritic,PC,1
Middle-earth: Shadow of War,81.47,,Warner Bros,2017,34.0,,GameRankings,PS4,1
Middle-earth: Shadow of War,83.31,,Warner Bros,2017,26.0,,GameRankings,XONE,1
Middle-earth: Shadow of War,81.0,32.0,Warner Bros,2017,38.0,289.0,MetaCritic,X1,1
Middle-earth: Shadow of War,80.0,37.0,Warner Bros,2017,69.0,1062.0,MetaCritic,PS4,1
Midnight Club 3: DUB Edition,74.5,,Rockstar Games,2005,50.0,,GameRankings,PSP,0
Midnight Club 3: DUB Edition,85.78,,Rockstar Games,2005,61.0,,GameRankings,XBOX,0
Midnight Club 3: DUB Edition,86.21,,Rockstar Games,2005,55.0,,GameRankings,PS2,0
Midnight Club 3: DUB Edition Remix,85.57,,Rockstar Games,2006,21.0,,GameRankings,PS2,0
Midnight Club II,87.45,,Rockstar Games,2003,52.0,,GameRankings,XBOX,0
Midnight Club II,84.88,,Rockstar Games,2003,26.0,,GameRankings,PC,0
Midnight Club II,85.85,,Rockstar Games,2003,66.0,,GameRankings,PS2,0
Midnight Club II,81.0,81.0,Rockstar Games,2003,15.0,56.0,MetaCritic,PC,0
Midnight Club: LA Remix,78.96,,Rockstar Games,2008,24.0,,GameRankings,PSP,0
Midnight Club: Los Angeles,81.0,85.0,Rockstar Games,2008,66.0,146.0,MetaCritic,X360,0
Midnight Club: Los Angeles,80.64,,Rockstar Games,2008,56.0,,GameRankings,X360,0
Midnight Club: Los Angeles,82.0,84.0,Rockstar Games,2008,50.0,122.0,MetaCritic,PS3,0
Midnight Club: Los Angeles,81.66,,Rockstar Games,2008,41.0,,GameRankings,PS3,0
Midnight Club: Street Racing,76.99,,Rockstar Games,2000,36.0,,GameRankings,PS2,0
Midnight Nowhere,53.05,,Oxygen Interactive,2004,21.0,,GameRankings,PC,0
Midnight Nowhere,52.0,74.0,Tri Synergy,2004,21.0,5.0,MetaCritic,PC,0
Midtown Madness,81.26,,Microsoft,1999,25.0,,GameRankings,PC,1
Midtown Madness 2,79.03,,Microsoft,2000,36.0,,GameRankings,PC,1
Midtown Madness 2,78.0,87.0,Microsoft,2000,27.0,84.0,MetaCritic,PC,1
Midtown Madness 3,80.24,,Microsoft,2003,71.0,,GameRankings,XBOX,1
Midway Arcade Origins,61.0,73.0,Warner Bros,2012,11.0,4.0,MetaCritic,X360,1
Midway Arcade Origins,58.0,66.0,Warner Bros,2012,4.0,7.0,MetaCritic,PS3,1
Midway Arcade Treasures,74.02,,Midway,2003,38.0,,GameRankings,PS2,0
Midway Arcade Treasures,75.32,,Midway,2003,33.0,,GameRankings,XBOX,0
Midway Arcade Treasures 2,71.77,,Midway,2004,26.0,,GameRankings,GC,0
Midway Arcade Treasures 2,72.98,,Midway,2004,45.0,,GameRankings,XBOX,0
Midway Arcade Treasures 2,74.06,,Midway,2004,36.0,,GameRankings,PS2,0
Midway Arcade Treasures 3,66.05,,Midway,2005,30.0,,GameRankings,PS2,0
Midway Arcade Treasures 3,67.29,,Midway,2005,33.0,,GameRankings,XBOX,0
Midway Arcade Treasures: Extended Play,62.23,,Midway,2005,35.0,,GameRankings,PSP,0
Might & Magic X: Legacy,71.0,72.0,Ubisoft,2014,44.0,327.0,MetaCritic,PC,1
Might & Magic X: Legacy,68.56,,Ubisoft,2014,24.0,,GameRankings,PC,1
Might & Magic: Clash of Heroes,84.0,79.0,Ubisoft,2011,26.0,34.0,MetaCritic,PS3,1
Might & Magic: Clash of Heroes,87.05,,Ubisoft,2009,28.0,,GameRankings,DS,1
Might & Magic: Clash of Heroes,76.0,78.0,Ubisoft,2011,6.0,80.0,MetaCritic,PC,1
Might & Magic: Clash of Heroes,84.0,82.0,Ubisoft,2011,30.0,33.0,MetaCritic,X360,1
Might & Magic: Duel of Champions,84.0,69.0,Ubisoft,2012,4.0,74.0,MetaCritic,PC,1
Might & Magic: Heroes VI,77.0,60.0,Ubisoft,2011,48.0,608.0,MetaCritic,PC,1
Might & Magic: Heroes VI,77.06,,Ubisoft,2011,25.0,,GameRankings,PC,1
Might & Magic: Heroes VI - Shades of Darkness,66.0,53.0,Ubisoft,2013,15.0,81.0,MetaCritic,PC,1
Might & Magic: Heroes VII,67.0,49.0,Ubisoft,2015,39.0,394.0,MetaCritic,PC,1
Might and Magic IX,55.0,49.0,3DO,2002,17.0,30.0,MetaCritic,PC,0
Might and Magic IX,56.05,,3DO,2002,20.0,,GameRankings,PC,0
Might and Magic VII: For Blood and Honor,75.98,,3DO,1999,25.0,,GameRankings,PC,0
Might and Magic VIII: Day of the Destroyer,55.48,,3DO,2000,27.0,,GameRankings,PC,0
Mighty Morphin Power Rangers: Mega Battle,49.0,56.0,Bandi Namco,2017,19.0,16.0,MetaCritic,PS4,1
Mighty Morphin Power Rangers: Mega Battle,46.0,61.0,Bandi Namco,2017,5.0,13.0,MetaCritic,X1,1
Mighty No. 9,50.8,,Deep Silver,2016,40.0,,GameRankings,PS4,0
Mighty No. 9,52.0,36.0,Deep Silver,2016,18.0,172.0,MetaCritic,PC,0
Mighty No. 9,52.0,35.0,Deep Silver,2016,64.0,324.0,MetaCritic,PS4,0
Mighty No. 9,55.0,42.0,Deep Silver,2016,13.0,101.0,MetaCritic,X1,0
Mighty Switch Force! Hyper Drive Edition,85.0,73.0,WayForward,2015,4.0,7.0,MetaCritic,PC,0
Miitopia,69.18,,Nintendo,2017,28.0,,GameRankings,3DS,1
Mike Tyson Boxing,52.65,,Codemasters,2000,23.0,,GameRankings,PS,0
Mike Tyson Heavyweight Boxing,48.8,,Codemasters,2002,20.0,,GameRankings,XBOX,0
Mike Tyson Heavyweight Boxing,47.54,,Codemasters,2002,28.0,,GameRankings,PS2,0
MilitAnt,44.0,52.0,Xibalba Studios,2016,10.0,14.0,MetaCritic,PS4,0
Military Madness: Nectaris,65.0,63.0,Hudson Entertainment,2009,15.0,12.0,MetaCritic,X360,0
Milkmaid of the Milky Way,74.0,70.0,machineboy,2017,9.0,6.0,MetaCritic,PC,0
Mindjack,43.0,12.0,Square Enix,2011,42.0,116.0,MetaCritic,X360,1
Mindjack,44.0,18.0,Square Enix,2011,31.0,49.0,MetaCritic,PS3,1
Mindjack,45.65,,Square Enix,2011,30.0,,GameRankings,X360,1
Minecraft,92.79,,Mojang AB,2009,21.0,,GameRankings,PC,0
Minecraft,93.0,75.0,Mojang AB,2009,33.0,4343.0,MetaCritic,PC,0
Minecraft: PlayStation 3 Edition,86.0,67.0,SCEA,2013,21.0,315.0,MetaCritic,PS3,0
Minecraft: PlayStation 4 Edition,89.0,64.0,SCEA,2014,14.0,380.0,MetaCritic,PS4,0
Minecraft: Story Mode - Episode 1: The Order of the Stone,71.0,35.0,Telltale Games,2015,23.0,79.0,MetaCritic,PS4,0
Minecraft: Story Mode - Episode 1: The Order of the Stone,71.0,40.0,Telltale Games,2015,25.0,248.0,MetaCritic,PC,0
Minecraft: Story Mode - Episode 1: The Order of the Stone,77.0,44.0,Telltale Games,2015,13.0,57.0,MetaCritic,X1,0
Minecraft: Story Mode - Episode 1: The Order of the Stone,73.29,,Telltale Games,2015,21.0,,GameRankings,PS4,0
Minecraft: Story Mode - Episode 2: Assembly Required,59.0,38.0,Telltale Games,2015,13.0,55.0,MetaCritic,PC,0
Minecraft: Story Mode - Episode 2: Assembly Required,53.0,37.0,Telltale Games,2015,7.0,32.0,MetaCritic,PS4,0
Minecraft: Story Mode - Episode 2: Assembly Required,61.0,39.0,Telltale Games,2015,8.0,22.0,MetaCritic,X1,0
Minecraft: Story Mode - Episode 3: The Last Place You Look,73.0,62.0,Telltale Games,2015,10.0,37.0,MetaCritic,PC,0
Minecraft: Story Mode - Episode 3: The Last Place You Look,73.0,40.0,Telltale Games,2015,7.0,25.0,MetaCritic,PS4,0
Minecraft: Story Mode - Episode 3: The Last Place You Look,75.0,61.0,Telltale Games,2015,9.0,16.0,MetaCritic,X1,0
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,71.0,51.0,Telltale Games,2015,8.0,8.0,MetaCritic,X1,0
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,68.0,52.0,Telltale Games,2015,8.0,21.0,MetaCritic,PC,0
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,72.0,51.0,Telltale Games,2015,8.0,14.0,MetaCritic,PS4,0
Minecraft: Story Mode - Episode 5: Order Up!,70.0,57.0,Telltale Games,2016,6.0,13.0,MetaCritic,PC,0
Minecraft: Story Mode - Episode 5: Order Up!,69.0,52.0,Telltale Games,2016,6.0,6.0,MetaCritic,X1,0
Minecraft: Story Mode - Episode 5: Order Up!,72.0,61.0,Telltale Games,2016,9.0,14.0,MetaCritic,PS4,0
Minecraft: Story Mode - Episode 6: A Portal to Mystery,69.0,64.0,Telltale Games,2016,6.0,5.0,MetaCritic,PS4,0
Minecraft: Story Mode - Episode 6: A Portal to Mystery,71.0,65.0,Telltale Games,2016,5.0,6.0,MetaCritic,X1,0
Minecraft: Story Mode - Episode 6: A Portal to Mystery,64.0,57.0,Telltale Games,2016,5.0,18.0,MetaCritic,PC,0
Minecraft: Story Mode - Episode 7: Access Denied,69.0,63.0,Telltale Games,2016,4.0,14.0,MetaCritic,PC,0
Minecraft: Story Mode - Episode 7: Access Denied,68.0,66.0,Telltale Games,2016,6.0,5.0,MetaCritic,PS4,0
Minecraft: Story Mode - Episode 8: A Journey's End?,69.0,69.0,Telltale Games,2016,6.0,10.0,MetaCritic,PS4,0
Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,68.0,30.0,Telltale Games,2017,10.0,23.0,MetaCritic,PS4,0
Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,71.0,23.0,Telltale Games,2017,11.0,18.0,MetaCritic,PC,0
Minecraft: Story Mode Season Two - Episode 1: Hero in Residence,71.0,17.0,Telltale Games,2017,7.0,10.0,MetaCritic,X1,0
Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,74.0,49.0,Telltale Games,2017,8.0,12.0,MetaCritic,PC,0
Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,75.0,58.0,Telltale Games,2017,6.0,8.0,MetaCritic,X1,0
Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,73.0,41.0,Telltale Games,2017,4.0,8.0,MetaCritic,PS4,0
Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,70.0,54.0,Telltale Games,2017,5.0,5.0,MetaCritic,X1,0
Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,63.0,52.0,Telltale Games,2017,4.0,6.0,MetaCritic,PS4,0
Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block,71.0,68.0,Telltale Games,2017,8.0,15.0,MetaCritic,PC,0
Minecraft: Story Mode Season Two - Episode 4: Below the Bedrock,73.0,63.0,Telltale Games,2017,6.0,7.0,MetaCritic,PC,0
Minecraft: Story Mode Season Two - Episode 5: Above and Beyond,73.0,56.0,Telltale Games,2017,6.0,5.0,MetaCritic,PC,0
Minecraft: Xbox 360 Edition,83.54,,Microsoft,2012,40.0,,GameRankings,X360,1
Minecraft: Xbox 360 Edition,82.0,72.0,Microsoft,2012,63.0,491.0,MetaCritic,X360,1
Minecraft: Xbox One Edition,88.0,67.0,Microsoft,2014,14.0,266.0,MetaCritic,X1,1
Miner Wars 2081,52.0,60.0,Keen Software House Ltd,2012,9.0,70.0,MetaCritic,PC,0
Mini Metro,77.0,80.0,Dinosaur Polo Club,2014,8.0,52.0,MetaCritic,PC,0
Mini Ninjas,73.0,86.0,Eidos Interactive,2009,37.0,65.0,MetaCritic,PS3,0
Mini Ninjas,72.54,,Eidos Interactive,2009,28.0,,GameRankings,X360,0
Mini Ninjas,73.0,84.0,Eidos Interactive,2009,44.0,39.0,MetaCritic,X360,0
Mini Ninjas,75.52,,Eidos Interactive,2009,21.0,,GameRankings,PS3,0
Mini Ninjas,74.0,83.0,Eidos Interactive,2009,14.0,81.0,MetaCritic,PC,0
Mini Ninjas Adventures,65.0,80.0,Square Enix,2012,11.0,4.0,MetaCritic,X360,1
Minimum,69.0,65.0,Atari,2014,11.0,13.0,MetaCritic,PC,0
Minority Report: Everybody Runs,55.87,,Activision,2002,29.0,,GameRankings,XBOX,1
Minority Report: Everybody Runs,52.87,,Activision,2002,36.0,,GameRankings,PS2,1
Minority Report: Everybody Runs,53.53,,Activision,2002,23.0,,GameRankings,GC,1
Minutes,76.0,72.0,Red Phantom Games,2015,11.0,19.0,MetaCritic,PS4,0
Mirage: Arcane Warfare,74.0,37.0,Torn Banner Studios,2017,10.0,12.0,MetaCritic,PC,0
Mirror's Edge,80.23,,Electronic Arts,2009,30.0,,GameRankings,PC,1
Mirror's Edge,81.0,81.0,Electronic Arts,2009,44.0,1087.0,MetaCritic,PC,1
Mirror's Edge,79.0,78.0,Electronic Arts,2008,66.0,383.0,MetaCritic,PS3,1
Mirror's Edge,78.67,,Electronic Arts,2008,51.0,,GameRankings,PS3,1
Mirror's Edge,79.0,76.0,Electronic Arts,2008,82.0,351.0,MetaCritic,X360,1
Mirror's Edge,79.53,,Electronic Arts,2008,74.0,,GameRankings,X360,1
Mirror's Edge Catalyst,69.0,55.0,Electronic Arts,2016,50.0,561.0,MetaCritic,PS4,1
Mirror's Edge Catalyst,74.0,50.0,Electronic Arts,2016,24.0,618.0,MetaCritic,PC,1
Mirror's Edge Catalyst,72.0,57.0,Electronic Arts,2016,46.0,231.0,MetaCritic,X1,1
Mirror's Edge Catalyst,70.87,,Electronic Arts,2016,38.0,,GameRankings,XONE,1
Mirror's Edge Catalyst,69.92,,Electronic Arts,2016,26.0,,GameRankings,PS4,1
MirrorMoon EP,73.0,55.0,Santa Ragione,2013,9.0,20.0,MetaCritic,PC,0
Missing: Since January,75.0,80.0,The Adventure Company,2004,24.0,8.0,MetaCritic,PC,0
Missing: Since January,74.91,,The Adventure Company,2004,22.0,,GameRankings,PC,0
Mission: Humanity,27.0,61.0,EON Digital Entertainment,2001,5.0,13.0,MetaCritic,PC,0
Mission: Impossible: Operation Surma,68.24,,Atari,2003,34.0,,GameRankings,XBOX,0
Mission: Impossible: Operation Surma,64.6,,Atari,2003,37.0,,GameRankings,PS2,0
Mister Mosquito,67.72,,SCEI,2002,40.0,,GameRankings,PS2,0
Mistmare,33.0,68.0,Strategy First,2003,7.0,12.0,MetaCritic,PC,0
Mitsurugi Kamui Hikae,58.0,36.0,Playism,2016,8.0,10.0,MetaCritic,PS4,0
Mobile Forces,68.0,82.0,Majesco Games,2002,8.0,9.0,MetaCritic,PC,0
Mobile Suit Gundam Seed: Never Ending Tomorrow,47.26,,Bandi Namco,2005,23.0,,GameRankings,PS2,1
Mobile Suit Gundam: Crossfire,33.0,51.0,Bandi Namco,2006,31.0,47.0,MetaCritic,PS3,1
Mobile Suit Gundam: Crossfire,35.26,,Bandi Namco,2006,37.0,,GameRankings,PS3,1
Mobile Suit Gundam: Extreme VS-Force,55.27,,Bandi Namco,2016,22.0,,GameRankings,VITA,1
Mobile Suit Gundam: Gundam vs. Zeta Gundam,58.15,,Bandi Namco,2005,20.0,,GameRankings,PS2,1
ModNation Racers,82.0,84.0,SCEA,2010,85.0,207.0,MetaCritic,PS3,0
ModNation Racers,72.07,,SCEE,2010,21.0,,GameRankings,PSP,0
ModNation Racers,83.13,,SCEA,2010,59.0,,GameRankings,PS3,0
ModNation Racers: Road Trip,62.8,,SCEA,2012,30.0,,GameRankings,VITA,0
Modern Combat: Domination,67.0,56.0,Gameloft,2011,13.0,36.0,MetaCritic,PS3,0
Moebius: Empire Rising,60.0,,Phoenix Online Publishing,2014,23.0,,GameRankings,PC,0
Moebius: Empire Rising,54.0,62.0,Phoenix Online Publishing,2014,40.0,117.0,MetaCritic,PC,0
Moero Chronicle,64.0,70.0,Idea Factory,2017,4.0,4.0,MetaCritic,PC,0
Momodora: Reverie Under the Moonlight,76.0,75.0,Playism,2017,22.0,24.0,MetaCritic,PS4,0
Momodora: Reverie Under the Moonlight,82.0,86.0,Active Gaming Media Inc.,2016,5.0,39.0,MetaCritic,PC,0
Monaco Grand Prix,70.81,,Ubisoft,1999,22.0,,GameRankings,DC,1
Monaco: What's Yours Is Mine,83.0,78.0,Pocketwatch Games,2013,47.0,216.0,MetaCritic,PC,0
Monaco: What's Yours Is Mine,85.59,,Pocketwatch Games,2013,27.0,,GameRankings,PC,0
Monaco: What's Yours Is Mine,81.0,73.0,Majesco Games,2013,16.0,37.0,MetaCritic,X360,0
Monday Night Combat,79.0,81.0,Microsoft,2010,47.0,73.0,MetaCritic,X360,1
Monday Night Combat,79.26,,Microsoft,2010,36.0,,GameRankings,X360,1
Monday Night Combat,82.0,73.0,Uber Entertainment,2011,10.0,65.0,MetaCritic,PC,0
Monkey Island 2 Special Edition: LeChuck's Revenge,87.0,80.0,LucasArts,2010,10.0,52.0,MetaCritic,PS3,0
Monkey Island 2 Special Edition: LeChuck's Revenge,84.48,,LucasArts,2010,26.0,,GameRankings,X360,0
Monkey Island 2 Special Edition: LeChuck's Revenge,85.0,84.0,LucasArts,2010,31.0,33.0,MetaCritic,X360,0
Monkey Island 2 Special Edition: LeChuck's Revenge,87.0,89.0,LucasArts,2010,27.0,205.0,MetaCritic,PC,0
