game,AAA,critics,user,year
N++,0,82.0,65.0,2015
N.E.R.O.: Nothing Ever Remains Obscure,0,64.0,79.0,2015
N3II: Ninety-Nine Nights,1,45.0,68.0,2010
NARC,0,49.66,0.0,2005
NASCAR '14,0,67.0,48.0,2014
NASCAR 06: Total Team Control,1,77.52,0.0,2005
NASCAR 07,1,71.03,0.0,2006
NASCAR 08,1,59.0,52.0,2007
NASCAR 09,1,69.0,78.0,2008
NASCAR 2001,1,63.6,0.0,2000
NASCAR 2005: Chase for the Cup,1,85.57,0.0,2004
NASCAR 2011: The Game,1,62.38,44.0,2011
NASCAR Heat,0,81.0,86.0,2000
NASCAR Heat 2,0,66.0,59.0,2017
NASCAR Heat 2002,1,79.57,0.0,2001
NASCAR Heat Evolution,0,66.0,44.0,2016
NASCAR Racing 2002 Season,0,86.7,58.0,2002
NASCAR Racing 2003 Season,0,89.25,83.0,2003
NASCAR Racing 3,0,84.17,0.0,1999
NASCAR Racing 4,0,89.0,80.0,2001
NASCAR Rumble,1,80.62,0.0,2000
NASCAR SimRacing,1,85.0,47.0,2005
NASCAR The Game: Inside Line,1,72.0,34.0,2012
NASCAR Thunder 2002,1,85.56,0.0,2001
NASCAR Thunder 2003,1,84.46,52.0,2002
NASCAR Thunder 2004,1,78.0,75.0,2003
NASCAR: The Game 2013,0,64.0,48.0,2013
NBA,0,58.39,0.0,2005
NBA 06,0,64.6,0.0,2005
NBA 07,0,65.15,63.0,2006
NBA 08,0,65.48,60.0,2007
NBA 09 The Inside,0,63.0,58.0,2008
NBA 2K,0,88.3,0.0,1999
NBA 2K1,0,89.69,0.0,2000
NBA 2K10,0,82.0,75.0,2009
NBA 2K11,0,89.0,76.0,2010
NBA 2K12,0,90.0,77.0,2011
NBA 2K13,0,88.0,73.0,2012
NBA 2K14,0,84.0,65.0,2013
NBA 2K15,0,83.0,69.0,2014
NBA 2K16,1,87.0,67.0,2015
NBA 2K17,0,88.0,65.0,2016
NBA 2K18,0,80.0,16.0,2017
NBA 2K2,0,86.91,0.0,2002
NBA 2K3,0,85.81,0.0,2002
NBA 2K6,0,79.89,86.0,2005
NBA 2K7,0,83.96,78.0,2006
NBA 2K8,0,83.39,70.0,2007
NBA 2K9,0,84.0,72.0,2008
NBA Baller Beats,0,73.0,66.0,2012
NBA Ballers,0,82.91,0.0,2004
NBA Ballers: Chosen One,0,55.0,42.0,2008
NBA Ballers: Phenom,0,71.91,0.0,2006
NBA Courtside 2002,1,71.15,0.0,2002
NBA Hoopz,0,58.65,0.0,2001
NBA Inside Drive 2000,1,74.85,0.0,2000
NBA Inside Drive 2002,1,77.61,0.0,2002
NBA Inside Drive 2003,1,76.78,0.0,2002
NBA Inside Drive 2004,1,73.83,0.0,2003
NBA Jam,1,80.01,70.0,2010
NBA Jam 2004,0,67.78,0.0,2003
NBA Jam: On Fire Edition,1,85.0,73.0,2011
NBA Live 06,1,65.42,58.0,2005
NBA Live 07,1,59.0,49.0,2006
NBA Live 08,1,73.0,53.0,2007
NBA Live 09,1,77.0,75.0,2008
NBA Live 10,1,80.0,77.0,2009
NBA Live 14,1,43.0,26.0,2013
NBA Live 15,1,59.0,56.0,2014
NBA Live 16,1,59.0,60.0,2015
NBA Live 18,1,72.0,61.0,2017
NBA Live 2000,1,88.0,0.0,1999
NBA Live 2001,1,75.05,72.0,2001
NBA Live 2002,1,70.15,0.0,2001
NBA Live 2003,1,82.84,82.0,2002
NBA Live 2004,1,83.83,88.0,2003
NBA Live 2005,1,82.46,85.0,2004
NBA Playgrounds,0,66.0,63.0,2017
NBA ShootOut 2003,0,67.94,0.0,2002
NBA ShootOut 2004,0,65.08,0.0,2003
NBA Street,1,86.92,0.0,2002
NBA Street Homecourt,1,80.0,79.0,2007
NBA Street Showdown,1,73.99,0.0,2005
NBA Street V3,1,87.77,0.0,2005
NBA Street Vol. 2,1,90.16,0.0,2003
NBA Unrivaled,0,25.0,43.0,2009
NCAA Basketball 09,1,70.0,56.0,2008
NCAA Basketball 10,1,75.31,78.0,2009
NCAA Final Four 2003,0,56.83,0.0,2002
NCAA Football 06,1,87.68,0.0,2005
NCAA Football 07,1,79.0,69.0,2006
NCAA Football 08,1,81.57,78.0,2007
NCAA Football 09,1,81.18,77.0,2008
NCAA Football 10,1,83.16,67.0,2009
NCAA Football 11,1,86.0,71.0,2010
NCAA Football 12,1,83.96,65.0,2011
NCAA Football 13,1,77.35,55.0,2012
NCAA Football 14,1,78.42,59.0,2013
NCAA Football 2002,1,90.25,0.0,2001
NCAA Football 2003,1,91.36,0.0,2002
NCAA Football 2004,1,93.27,0.0,2003
NCAA Football 2005,1,88.4,0.0,2004
NCAA GameBreaker 2003,0,62.03,0.0,2002
NCAA March Madness 06,1,77.0,0.0,2005
NCAA March Madness 07,1,67.0,71.0,2007
NCAA March Madness 08,1,70.49,38.0,2007
NCAA March Madness 2004,1,81.3,0.0,2003
NCAA March Madness 2005,1,79.3,0.0,2004
NCIS,1,35.0,38.0,2011
NEO Scavenger,0,77.0,77.0,2014
NEON STRUCT,0,62.0,75.0,2015
NES Remix,1,69.68,0.0,2013
NES Remix 2,1,74.78,0.0,2014
NFL 2K,0,91.53,0.0,1999
NFL 2K1,0,94.5,0.0,2000
NFL 2K2,0,84.84,0.0,2001
NFL 2K3,0,88.1,0.0,2002
NFL Blitz,1,77.64,62.0,2012
NFL Blitz 20-02,0,80.01,0.0,2002
NFL Blitz 20-03,0,76.25,0.0,2002
NFL Blitz 2000,0,81.53,0.0,1999
NFL Blitz Pro,0,72.04,0.0,2003
NFL Fever 2000,1,78.52,0.0,1999
NFL Fever 2002,1,81.29,0.0,2001
NFL Fever 2003,1,79.67,0.0,2002
NFL Fever 2004,1,75.39,0.0,2003
NFL GameDay 2003,0,69.14,0.0,2002
NFL GameDay 2004,0,68.69,0.0,2003
NFL Head Coach,1,67.82,60.0,2006
NFL Head Coach 09,1,67.0,81.0,2008
NFL Quarterback Club 2002,0,66.75,0.0,2001
NFL Street,1,80.97,0.0,2004
NFL Street 2,1,79.38,0.0,2004
NFL Street 2 Unleashed,1,74.17,0.0,2005
NFL Street 3,1,70.95,0.0,2006
NFL Tour,1,49.0,31.0,2008
NHL 06,1,78.85,73.0,2005
NHL 07,1,80.34,53.0,2006
NHL 08,1,85.26,82.0,2007
NHL 09,1,88.78,84.0,2008
NHL 10,1,88.0,84.0,2009
NHL 11,1,88.0,77.0,2010
NHL 12,1,86.0,70.0,2011
NHL 13,1,83.0,66.0,2012
NHL 14,1,81.0,59.0,2013
NHL 15,1,60.0,37.0,2014
NHL 16,1,78.0,55.0,2015
NHL 17,1,78.0,57.0,2016
NHL 18,1,75.0,35.0,2017
NHL 2000,1,81.52,0.0,1999
NHL 2001,1,81.31,68.0,2000
NHL 2002,1,88.84,82.0,2001
NHL 2003,1,80.72,73.0,2002
NHL 2004,1,84.14,81.0,2003
NHL 2005,1,77.15,45.0,2004
NHL 2K,0,75.98,0.0,2000
NHL 2K10,1,69.0,76.0,2009
NHL 2K3,0,85.81,0.0,2002
NHL 2K6,0,75.31,61.0,2005
NHL 2K7,0,79.95,79.0,2006
NHL 2K8,1,71.0,74.0,2007
NHL 2K9,1,69.0,67.0,2008
NHL Eastside Hockey Manager,0,77.0,69.0,2004
NHL Eastside Hockey Manager 2005,0,82.0,66.0,2005
NHL Eastside Hockey Manager 2007,0,89.0,86.0,2006
NHL FaceOff 2003,0,59.0,0.0,2002
NHL Hitz 20-02,0,80.15,0.0,2001
NHL Hitz 20-03,0,83.21,0.0,2002
NHL Hitz Pro,0,78.48,0.0,2003
NHL Rivals 2004,1,65.39,0.0,2003
NHL Slapshot,1,77.5,0.0,2010
NIER,1,67.0,84.0,2010
NOVA-111,0,73.0,51.0,2015
NPPL Championship Paintball 2009,1,45.0,74.0,2008
NRA Varmint Hunter,0,16.0,19.0,2004
NaissanceE,0,66.0,70.0,2014
Namco Museum,1,73.56,0.0,2017
Namco Museum 50th Anniversary,1,59.85,0.0,2005
Namco Museum Battle Collection,1,74.02,0.0,2005
Namco Museum Essentials,1,64.0,58.0,2009
Namco Museum Remix,1,55.05,0.0,2007
Nancy Drew Dossier: Resorting to Danger,1,77.0,65.0,2009
Nancy Drew: Curse of Blackmoor Manor,0,81.0,81.0,2004
Nancy Drew: Danger By Design,0,70.0,54.0,2006
Nancy Drew: Danger on Deception Island,0,81.0,76.0,2003
Nancy Drew: Last Train to Blue Moon Canyon,0,77.0,76.0,2005
Nancy Drew: Legend of the Crystal Skull,0,79.0,83.0,2007
Nancy Drew: Secret of the Old Clock,0,80.0,82.0,2005
Nancy Drew: The Creature of Kapu Cave,0,68.0,73.0,2006
Nancy Drew: The Haunted Carousel,0,85.0,86.0,2003
Nancy Drew: The Haunting of Castle Malloy,0,81.0,79.0,2008
Nancy Drew: The Phantom of Venice,0,69.0,68.0,2008
Nancy Drew: The Ransom of the Seven Ships,0,78.0,86.0,2009
Nancy Drew: The Secret of Shadow Ranch,0,68.0,66.0,2004
Nancy Drew: The White Wolf of Icicle Creek,0,73.0,64.0,2007
Nancy Drew: Warnings at Waverly Academy,0,76.0,70.0,2009
Nano Assault NEO-X,0,66.0,60.0,2014
NanoBreaker,1,50.68,0.0,2005
Nanostray,0,71.9,0.0,2005
Nanostray 2,0,76.67,0.0,2008
Nantucket,0,74.0,81.0,2018
Napoleon: Total War,0,81.0,79.0,2010
Napoleon: Total War - The Peninsular Campaign,0,75.0,75.0,2010
Narco Terror,0,50.0,59.0,2013
Narcosis,0,72.0,61.0,2017
Naruto Shippuden: Ultimate Ninja Storm 2,1,76.0,83.0,2010
Naruto Shippuden: Ultimate Ninja Storm 3,1,77.0,79.0,2013
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,1,73.0,81.0,2013
Naruto Shippuden: Ultimate Ninja Storm 4,1,79.0,81.0,2016
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,1,70.0,72.0,2017
Naruto Shippuden: Ultimate Ninja Storm Generations,1,74.0,71.0,2012
Naruto Shippuden: Ultimate Ninja Storm Legacy,1,70.0,75.0,2017
Naruto Shippuden: Ultimate Ninja Storm Revolution,1,73.0,74.0,2014
Naruto: Clash of Ninja,1,67.35,0.0,2006
Naruto: Clash of Ninja Revolution,1,74.76,0.0,2007
Naruto: Ninja Council 3,0,56.96,0.0,2007
Naruto: Ninja Destiny,0,63.64,0.0,2008
Naruto: Path of the Ninja 2,0,63.8,0.0,2008
Naruto: Rise of a Ninja,1,78.0,86.0,2007
Naruto: The Broken Bond,1,80.0,78.0,2008
Naruto: Ultimate Ninja,1,75.42,0.0,2006
Naruto: Ultimate Ninja 2,1,73.85,0.0,2007
Naruto: Ultimate Ninja 3,1,77.33,0.0,2008
Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress,1,68.1,0.0,2008
Naruto: Ultimate Ninja Storm,1,75.0,85.0,2008
Naruto: Uzumaki Chronicles,0,64.11,0.0,2006
Naruto: Uzumaki Chronicles 2,1,55.81,0.0,2007
Natural Doctrine,0,53.0,59.0,2014
Natural Selection 2,0,80.0,84.0,2012
Natural Selection 2: Combat,0,60.0,67.0,2014
Naughty Bear,0,43.0,55.0,2010
Naughty Bear: Panic in Paradise,0,47.0,80.0,2012
Naval Assault: The Killing Tide,0,40.0,45.0,2010
Naval War: Arctic Circle,0,64.0,58.0,2012
Naval Warfare,0,57.0,51.0,2011
Navy SEALs: Weapons of Mass Destruction,0,18.0,80.0,2003
Near Death,0,70.0,72.0,2016
Necropolis,0,59.0,47.0,2016
Necrovision,0,63.0,64.0,2009
Need for Speed,1,66.0,71.0,2015
Need for Speed Carbon,1,77.51,63.0,2006
Need for Speed III: Hot Pursuit,1,84.82,0.0,1998
Need for Speed Payback,1,61.0,41.0,2017
Need for Speed ProStreet,1,72.17,71.0,2007
Need for Speed Undercover,1,64.0,59.0,2008
Need for Speed Underground,1,84.29,0.0,2003
Need for Speed Underground 2,1,82.61,0.0,2004
Need for Speed Underground Rivals,1,76.44,0.0,2005
Need for Speed World,1,62.0,56.0,2010
Need for Speed: Carbon,1,78.0,72.0,2006
Need for Speed: High Stakes,1,84.38,0.0,1999
Need for Speed: Hot Pursuit,1,88.0,68.0,2010
Need for Speed: Hot Pursuit 2,1,88.01,77.0,2002
Need for Speed: Most Wanted,1,83.05,85.0,2005
Need for Speed: Most Wanted - A Criterion Game,1,84.0,44.0,2012
Need for Speed: Most Wanted 5-1-0,1,74.13,0.0,2005
Need for Speed: Most Wanted U,1,86.46,0.0,2013
Need for Speed: Nitro,1,73.31,0.0,2009
Need for Speed: Porsche Unleashed,1,84.36,0.0,2000
Need for Speed: ProStreet,1,70.0,60.0,2007
Need for Speed: Rivals,1,80.0,62.0,2013
Need for Speed: Shift,1,83.0,58.0,2009
Need for Speed: The Run,1,68.0,59.0,2011
Need for Speed: Undercover,1,65.0,50.0,2008
Need for Speed: Underground,1,82.29,83.0,2003
Need for Speed: Underground 2,1,82.0,85.0,2004
Neighbors from Hell,0,64.55,85.0,2003
Nelly Cootalot: The Fowl Fleet,0,81.0,79.0,2016
Nemesis of the Roman Empire,0,74.0,73.0,2004
Neo Contra,1,68.24,0.0,2004
NeoGeo Battle Coliseum,0,64.0,80.0,2010
Neocron,0,66.0,82.0,2002
Neon Chrome,0,63.0,81.0,2016
Neopets Petpet Adventures: The Wand of Wishing,0,68.0,0.0,2006
Nervous Brickdown,0,72.67,0.0,2007
Nether,0,57.0,46.0,2014
Never Alone,0,72.0,66.0,2014
NeverDead,1,52.0,56.0,2012
NeverEnd (2006),0,44.0,52.0,2006
Neverending Nightmares,0,68.0,71.0,2014
Nevermind,0,65.0,58.0,2017
Neverwinter,0,74.0,53.0,2013
Neverwinter Nights,1,88.98,81.0,2002
Neverwinter Nights 2,0,82.24,66.0,2006
Neverwinter Nights 2: Mask of The Betrayer,0,82.0,85.0,2007
Neverwinter Nights 2: Mysteries of Westgate,0,73.0,73.0,2009
Neverwinter Nights 2: Storm of Zehir,0,73.0,71.0,2008
Neverwinter Nights: Hordes of the Underdark,0,84.03,84.0,2003
Neverwinter Nights: Shadows of Undrentide,0,81.88,79.0,2003
Neves,0,71.69,0.0,2007
New International Track & Field,1,73.82,0.0,2008
New Legends,0,54.89,0.0,2002
New Little King's Story,1,68.54,0.0,2012
New Play Control! Mario Power Tennis,1,68.19,0.0,2009
New Play Control! Pikmin,1,79.13,0.0,2009
New Rally-X,1,43.0,53.0,2006
New Super Luigi U,1,75.92,0.0,2013
New Super Mario Bros.,1,89.07,0.0,2006
New Super Mario Bros. 2,1,78.4,0.0,2012
New Super Mario Bros. U,1,84.48,0.0,2012
New Super Mario Bros. Wii,1,88.18,0.0,2009
New World Order,0,32.0,32.0,2003
Nex Machina: Death Machine,1,88.0,81.0,2017
Next Life,0,56.0,46.0,2007
Nexuiz,0,64.0,69.0,2012
Nexus: The Jupiter Incident,0,77.0,89.0,2005
Ni no Kuni II: Revenant Kingdom,1,85.0,85.0,2018
Ni no Kuni: Wrath of the White Witch,1,85.0,87.0,2013
NiGHTS into Dreams...,0,72.0,78.0,2012
NiGHTS: Journey of Dreams,0,68.71,0.0,2007
Nibiru: Age of Secrets,0,66.0,58.0,2005
Nickelodeon Teenage Mutant Ninja Turtles,1,25.0,34.0,2013
Nidhogg,0,81.0,66.0,2014
Nidhogg 2,0,80.0,48.0,2017
NieR: Automata,1,88.0,88.0,2017
NieR: Automata - 3C3C1D119440927,1,79.0,76.0,2017
Night Trap: 25th Anniversary Edition,0,50.0,62.0,2017
Night Watch,0,54.0,65.0,2006
Night at the Museum: Battle of the Smithsonian,0,50.0,71.0,2009
Night in the Woods,0,88.0,79.0,2017
NightSky,0,78.0,71.0,2011
Nightcaster,1,59.48,0.0,2002
Nightmares from the Deep: The Cursed Heart,0,58.0,62.0,2016
Nights of Azure,0,67.0,75.0,2016
Nights of Azure 2: Bride of the New Moon,0,66.0,71.0,2017
Nightshade,0,67.85,0.0,2004
Nihilumbra,0,75.0,65.0,2013
Nike+ Kinect Training,1,71.0,73.0,2012
Niko: Through The Dream,0,74.0,78.0,2015
Nikopol: Secrets of the Immortals,0,68.0,60.0,2008
Nimbus,0,80.0,80.0,2010
Nin2-Jump,0,67.0,78.0,2011
Nine Parchments,0,67.0,68.0,2017
Ninety-Nine Nights,1,63.42,66.0,2006
Ninja Assault,1,59.54,0.0,2002
Ninja Blade,0,68.0,68.0,2009
Ninja Five-O,1,83.73,0.0,2003
Ninja Gaiden,1,92.54,0.0,2004
Ninja Gaiden 3,0,58.0,50.0,2012
Ninja Gaiden 3: Razor's Edge,1,67.0,73.0,2013
Ninja Gaiden Black,0,94.76,0.0,2005
Ninja Gaiden II,0,81.0,80.0,2008
Ninja Gaiden Sigma,0,86.72,75.0,2007
Ninja Gaiden Sigma 2,0,83.0,77.0,2009
Ninja Gaiden Sigma 2 Plus,0,65.48,0.0,2013
Ninja Gaiden Sigma Plus,0,72.53,0.0,2012
Ninja Gaiden: Dragon Sword,0,82.8,0.0,2008
Ninja Pizza Girl,0,63.0,63.0,2016
Ninja Reflex,1,51.19,0.0,2008
Ninja Reflex: Steamworks Edition,0,57.0,68.0,2008
Ninja Senki DX,0,64.0,54.0,2016
Ninjatown,0,81.51,0.0,2008
Nintendo Land,1,77.98,0.0,2012
Nintendogs + Cats: French Bulldog & New Friends,1,74.4,0.0,2011
Nintendogs + Cats: Golden Retriever & New Friends,1,74.14,0.0,2011
Nintendogs + Cats: Toy Poodle & New Friends,1,73.63,0.0,2011
Nintendogs: Chihuahua & Friends,1,85.01,0.0,2005
Nintendogs: Dachshund & Friends,1,85.01,0.0,2005
Nintendogs: Lab & Friends,1,85.05,0.0,2005
Nioh,1,88.0,85.0,2017
Nioh: Bloodshed's End,1,85.0,68.0,2017
Nioh: Complete Edition,0,84.0,68.0,2017
Nioh: Defiant Honor,1,79.0,67.0,2017
Nioh: Dragon of the North,0,76.0,74.0,2017
Nitro Family,0,62.0,65.0,2004
Nitrobike,1,50.07,0.0,2008
Nitroplus Blasterz: Heroines Infinite Duel,0,70.0,70.0,2016
No Heroes Allowed! VR,1,73.0,65.0,2017
No Man's Sky,0,71.0,45.0,2016
No More Heroes,1,82.72,0.0,2008
No More Heroes 2: Desperate Struggle,1,84.29,0.0,2010
No More Heroes: Heroes Paradise,1,72.0,74.0,2011
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,0,91.03,87.0,2002
No Time to Explain,0,52.0,61.0,2011
No70: Eye of Basir,0,52.0,50.0,2017
Nobunaga's Ambition: Sphere of Influence,0,80.0,78.0,2015
Nobunaga's Ambition: Sphere of Influence - Ascension,0,74.0,74.0,2016
Noby Noby Boy,1,75.0,71.0,2009
Nocturne,0,75.05,0.0,1999
Noitu Love 2: Devolution,0,80.0,83.0,2008
Nom Nom Galaxy,0,70.0,67.0,2015
Nongunz,0,75.0,78.0,2017
Northland,0,62.0,78.0,2004
Nosferatu: The Wrath of Malachi,0,70.0,75.0,2003
Nostalgia,0,74.4,0.0,2009
Nostradamus: The Last Prophecy,0,70.0,59.0,2007
Not A Hero: Super Snazzy Edition,0,75.0,63.0,2016
Not a Hero,0,75.0,64.0,2016
Novadrome,0,50.0,75.0,2006
Nox,0,81.45,0.0,2000
Nuclear Dawn,0,71.0,76.0,2011
Nuclear Throne,0,82.0,76.0,2015
Nucleus,0,59.0,80.0,2007
Nutjitsu,0,50.0,44.0,2014
O.R.B.,0,70.83,0.0,2002
OIO The Game,0,75.0,56.0,2011
OVIVO,0,71.0,70.0,2017
Obduction,0,76.0,78.0,2016
Obliteracers,0,78.0,77.0,2016
Oblitus,0,69.0,70.0,2015
Obscure,0,67.22,80.0,2005
Obscure: The Aftermath,0,63.31,74.0,2008
Obscuritas,0,63.0,40.0,2016
Observer,0,78.0,78.0,2017
Obsidian,0,85.0,83.0,1996
Oceanhorn: Monster of Uncharted Seas,0,66.0,74.0,2015
Octodad: Dadliest Catch,0,69.0,76.0,2014
Octogeddon,0,82.0,78.0,2018
Odallus: The Dark Call,0,80.0,88.0,2015
Odama,1,63.69,0.0,2006
Oddworld: Abe's Oddysee - New 'n' Tasty,0,84.0,78.0,2014
Oddworld: Munch's Oddysee,0,79.14,0.0,2003
Oddworld: Stranger's Wrath,1,87.04,0.0,2005
Oddworld: Stranger's Wrath HD,0,82.0,81.0,2011
Ode,1,74.0,71.0,2017
Odin Sphere,0,81.94,0.0,2007
Odin Sphere Leifthrasir,0,87.0,83.0,2016
Odium,0,70.98,0.0,1999
Of Orcs and Men,0,64.0,67.0,2012
Off-Road Drive,0,60.0,65.0,2011
Officers,0,64.0,72.0,2009
Offspring Fling,0,79.0,69.0,2012
Offworld Trading Company,0,78.0,73.0,2016
Oil Rush,0,67.0,65.0,2011
Okabu,0,59.0,38.0,2011
Okage: Shadow King,0,72.7,0.0,2001
Okami,0,92.65,0.0,2006
Okami HD,0,90.0,89.0,2012
Okamiden,0,81.56,0.0,2011
Okhlos,0,69.0,86.0,2016
Oknytt,0,61.0,76.0,2013
Old Man's Journey,0,76.0,59.0,2017
OlliOlli,0,79.46,67.0,2014
OlliOlli2: Welcome to Olliwood,0,86.0,65.0,2015
OlliOlli2: XL Edition,0,83.0,58.0,2016
Omega Five,0,73.7,84.0,2008
Omega Quintet,0,58.0,70.0,2015
Omerta: City of Gangsters,0,54.0,49.0,2013
Omikron: The Nomad Soul,0,74.81,0.0,1999
OmniBus,0,55.0,59.0,2016
On Rusty Trails,0,77.0,63.0,2016
Once Upon a Knight,0,64.8,84.0,2003
One Must Fall: Battlegrounds,0,61.0,71.0,2003
One Piece: Burning Blood,1,66.0,75.0,2016
One Piece: Pirate Warriors,1,64.0,74.0,2012
One Piece: Pirate Warriors 2,1,71.0,79.0,2013
One Piece: Pirate Warriors 3,1,74.0,76.0,2015
One Piece: Romance Dawn,1,42.71,0.0,2014
One Piece: Unlimited World Red,1,71.0,72.0,2014
One Piece: Unlimited World Red - Deluxe Edition,1,68.0,74.0,2017
One Way Trip,0,41.0,43.0,2016
OneShot,0,81.0,83.0,2016
Onechanbara Z2: Chaos,0,57.0,69.0,2015
Onechanbara: Bikini Samurai Squad,0,39.0,63.0,2009
Onechanbara: Bikini Zombie Slayers,0,53.62,0.0,2009
Oni,0,68.69,86.0,2001
Onimusha 2: Samurai's Destiny,0,84.44,0.0,2002
Onimusha 3: Demon Siege,1,85.74,81.0,2006
Onimusha Blade Warriors,0,64.56,0.0,2004
Onimusha Tactics,0,59.43,0.0,2003
Onimusha: Dawn of Dreams,0,81.82,0.0,2006
Onimusha: Warlords,0,84.01,0.0,2001
Only If,0,39.0,56.0,2014
Oozi: Earth Adventure,0,66.0,73.0,2013
Open Season,1,59.0,82.0,2006
Operation Abyss: New Tokyo Legacy,0,65.15,0.0,2015
Operation Blockade,0,49.0,64.0,2002
Operation Darkness,0,46.0,70.0,2008
Operation Flashpoint: Cold War Crisis,0,86.51,88.0,2001
Operation Flashpoint: Dragon Rising,0,77.0,49.0,2009
Operation Flashpoint: Elite,0,67.48,0.0,2005
Operation Flashpoint: Red River,0,69.0,49.0,2011
Operation Flashpoint: Resistance,0,81.26,89.0,2002
Opoona,0,65.72,0.0,2008
Orbital Gear,0,59.0,70.0,2014
Orc Attack: Flatulent Rebellion,0,38.0,54.0,2013
Orc Slayer,0,15.0,19.0,2016
Orcs & Elves,1,71.73,0.0,2007
Orcs Must Die!,0,79.0,81.0,2011
Orcs Must Die! 2,0,83.0,79.0,2012
Orcs Must Die! Unchained,0,87.0,64.0,2017
Order Up!,0,76.9,0.0,2008
Order of Battle: Pacific,0,81.0,56.0,2015
Order of War,1,69.0,73.0,2009
Order of War: Challenge,0,70.0,69.0,2010
Orgarhythm,0,63.26,0.0,2012
Ori and the Blind Forest,1,88.0,87.0,2015
Ori and the Blind Forest: Definitive Edition,1,88.0,76.0,2016
Oriental Empires,0,74.0,74.0,2017
Original War,0,67.38,87.0,2001
Orion: Dino Horde,0,36.0,57.0,2012
Orphen: Scion of Sorcery,1,55.73,0.0,2000
Orwell,0,77.0,72.0,2016
Oscura: Lost Light,0,66.0,48.0,2015
Osmos,0,80.0,76.0,2009
Otogi 2: Immortal Warriors,0,81.42,0.0,2004
Otogi: Myth of Demons,0,82.48,0.0,2003
Otomedius Excellent,1,48.0,81.0,2011
Our Darker Purpose,0,74.0,70.0,2014
Oure,0,53.0,69.0,2017
Out There: Omega Edition,0,75.0,84.0,2015
Out of Ammo,0,53.0,7.0,2018
Out of the Park Baseball 10,0,83.0,83.0,2009
Out of the Park Baseball 11,0,85.0,69.0,2009
Out of the Park Baseball 12,0,79.0,80.0,2011
Out of the Park Baseball 13,0,85.0,82.0,2012
Out of the Park Baseball 14,0,86.0,83.0,2013
Out of the Park Baseball 15,0,89.0,71.0,2014
Out of the Park Baseball 16,0,91.0,79.0,2015
Out of the Park Baseball 17,0,92.0,34.0,2016
Out of the Park Baseball 18,0,86.0,60.0,2017
Out of the Park Baseball 2007,0,96.0,25.0,2006
Out of the Park Baseball 4,0,87.0,78.0,2002
Out of the Park Baseball 6,0,87.0,28.0,2004
Out of the Park Baseball 9,0,82.0,74.0,2008
OutRun 2006: Coast 2 Coast,0,80.03,78.0,2006
OutRun Online Arcade,0,79.0,83.0,2009
OutRun2,0,81.64,0.0,2004
Outcast,0,80.91,0.0,1999
Outcast: Second Contact,0,61.0,70.0,2017
Outcry,0,63.0,82.0,2008
Outland,1,84.0,78.0,2011
Outlast,0,80.0,84.0,2013
Outlast 2,0,76.0,64.0,2017
Outlast: Whistleblower,0,73.0,80.0,2014
Outlaw Golf,0,76.67,0.0,2002
Outlaw Golf 2,0,75.29,0.0,2004
Outlaw Tennis,0,70.0,0.0,2005
Outlaw Volleyball,0,78.49,0.0,2003
Outlive,1,59.0,89.0,2001
Outpost Kaloki X,0,78.63,66.0,2005
Over G Fighters,1,53.09,62.0,2006
Over the Hedge,1,62.85,0.0,2006
Overclocked: A History of Violence,0,72.0,71.0,2008
Overcooked,0,78.0,78.0,2016
Overfall,0,71.0,79.0,2016
Overlord,0,77.12,81.0,2007
Overlord II,0,75.0,81.0,2009
Overlord: Dark Legend,0,69.7,0.0,2009
Overlord: Fellowship of Evil,0,36.0,23.0,2015
Overlord: Raising Hell,0,74.89,78.0,2008
Overture,0,76.0,65.0,2015
Overwatch,1,91.0,67.0,2016
Owlboy,0,88.0,78.0,2016
Oxenfree,0,80.0,77.0,2016
P-O-L-L-E-N,0,64.0,43.0,2016
P.N. 03,0,63.49,0.0,2003
PAIN,0,71.0,63.0,2007
PAIN: Amusement Park,0,73.0,58.0,2008
PGA Championship Golf 2000,0,87.77,0.0,2000
PONCHO,0,63.0,46.0,2015
POSTAL Redux,0,54.0,66.0,2016
PQ: Practical Intelligence Quotient,0,70.33,0.0,2006
PaRappa the Rapper,0,66.89,0.0,2007
PaRappa the Rapper 2,0,67.45,0.0,2002
PaRappa the Rapper Remastered,1,61.0,53.0,2017
Pac 'n Roll,1,72.35,0.0,2005
Pac-Man,1,62.0,51.0,2006
Pac-Man & Galaga Dimensions,1,64.95,0.0,2011
Pac-Man 256,1,79.0,76.0,2016
Pac-Man Championship Edition,1,83.0,85.0,2007
Pac-Man Championship Edition 2,1,77.0,66.0,2016
Pac-Man Championship Edition DX,1,93.0,78.0,2010
Pac-Man Championship Edition DX +,1,86.0,75.0,2013
Pac-Man Museum,1,66.0,65.0,2014
Pac-Man World 2,1,68.18,76.0,2004
Pac-Man World 3,1,62.21,77.0,2005
Pac-Man World Rally,1,56.51,0.0,2006
Pac-Man and the Ghostly Adventures,1,49.0,51.0,2013
Pac-Man and the Ghostly Adventures 2,1,59.0,65.0,2014
Pac-Man vs.,1,80.18,0.0,2003
Pac-Man: Adventures in Time,0,79.0,85.0,2000
